HERCULES is running
Intialising 
	 Reading input file 
	 Run name: Earth_correct_params_S3.20c_L1.3_N100_Nm1000_k6_f121_p10_l1_0_1.5
	 Input file read successful
	 Initialisation by reading start file ../../../Corotating_planet_grid/M1.0_fcore0.3_S4.0c/M1.0_fcore0.3_S4.0c_AM0.0/Output/M1.0_fcore0.3_S4.0c_L0_N100_Nm1000_k6_f121_p10_l1_0_1.5_final
	 Initialisation complete
Itterating
	 Main Itteration # 	 convergence 	 a 	 aspect 	 ellipticity 	 l 	 omega_rot 	 Mass error 	 AM error 
		 Mass/AM Itteration # 	 convergence 	 p_core 	 a 	 omega_rot 	 edge corot 	 AM error 
	 	 	8	6.63653e-07	3.6476e+11	6.9287e+06	0.000500664	0	1.60791e-15
	 	 	9	1.47688e-07	3.6476e+11	6.9287e+06	0.000500664	0	-1.60791e-15
	 	 	10	3.22861e-08	3.6476e+11	6.9287e+06	0.000500664	0	1.20593e-15
	 	 	11	6.9726e-09	3.6476e+11	6.9287e+06	0.000500664	0	-3.6178e-15
	 6	0.000404355	6.9287e+06	0.833335	0.552768	0.66332	0.000500664	1.79787e-16	-3.6178e-15
		 Mass/AM Itteration # 	 convergence 	 p_core 	 a 	 omega_rot 	 edge corot 	 AM error 
	 	 	1	1	3.64417e+11	6.93179e+06	0.000500171	0	2.81384e-15
	 	 	2	0.00111137	3.64822e+11	6.93135e+06	0.000500244	0	1.60791e-15
	 	 	3	0.00029815	3.64931e+11	6.93127e+06	0.000500261	0	4.01977e-16
	 	 	4	7.88201e-05	3.6496e+11	6.93125e+06	0.000500265	0	-1.8089e-15
	 	 	5	2.02776e-05	3.64967e+11	6.93125e+06	0.000500266	0	2.21088e-15
	 	 	6	4.99371e-06	3.64969e+11	6.93124e+06	0.000500266	0	6.02966e-16
	 	 	7	1.17796e-06	3.64969e+11	6.93124e+06	0.000500266	0	8.03955e-16
	 	 	8	2.68421e-07	3.6497e+11	6.93124e+06	0.000500266	0	2.00989e-15
	 	 	9	5.96367e-08	3.6497e+11	6.93124e+06	0.000500266	0	2.00989e-16
	 	 	10	1.30169e-08	3.6497e+11	6.93124e+06	0.000500266	0	1.60791e-15
	 	 	11	2.80665e-09	3.6497e+11	6.93124e+06	0.000500266	0	1.20593e-15
	 7	0.00016889	6.93124e+06	0.832372	0.554217	0.665829	0.000500266	-1.79787e-16	1.20593e-15
		 Mass/AM Itteration # 	 convergence 	 p_core 	 a 	 omega_rot 	 edge corot 	 AM error 
	 	 	1	1	3.64819e+11	6.93254e+06	0.000500056	0	-6.02966e-16
	 	 	2	0.000484634	3.64996e+11	6.93235e+06	0.000500088	0	2.21088e-15
	 	 	3	0.000128839	3.65043e+11	6.93231e+06	0.000500095	0	-1.60791e-15
	 	 	4	3.38744e-05	3.65055e+11	6.93231e+06	0.000500097	0	2.00989e-16
	 	 	5	8.70161e-06	3.65059e+11	6.93231e+06	0.000500097	0	-8.03955e-16
	 	 	6	2.14318e-06	3.65059e+11	6.93231e+06	0.000500097	0	-6.02966e-16
	 	 	7	5.05764e-07	3.6506e+11	6.93231e+06	0.000500097	0	2.41186e-15
	 	 	8	1.15291e-07	3.6506e+11	6.93231e+06	0.000500097	0	-1.40692e-15
	 	 	9	2.56222e-08	3.6506e+11	6.93231e+06	0.000500097	0	-4.01977e-16
	 	 	10	5.59376e-09	3.6506e+11	6.93231e+06	0.000500097	0	-2.81384e-15
	 8	7.09062e-05	6.93231e+06	0.831966	0.554826	0.666885	0.000500097	-3.59574e-16	-2.81384e-15
		 Mass/AM Itteration # 	 convergence 	 p_core 	 a 	 omega_rot 	 edge corot 	 AM error 
	 	 	1	1	3.64994e+11	6.93285e+06	0.000500008	0	8.03955e-16
	 	 	2	0.000210061	3.65071e+11	6.93277e+06	0.000500021	0	1.60791e-15
	 	 	3	5.54919e-05	3.65091e+11	6.93275e+06	0.000500025	0	-8.03955e-16
	 	 	4	1.45397e-05	3.65096e+11	6.93275e+06	0.000500025	0	6.02966e-16
	 	 	5	3.732e-06	3.65098e+11	6.93275e+06	0.000500026	0	-6.02966e-16
	 	 	6	9.19272e-07	3.65098e+11	6.93275e+06	0.000500026	0	4.01977e-16
	 	 	7	2.16988e-07	3.65098e+11	6.93275e+06	0.000500026	0	1.20593e-15
	 	 	8	4.94731e-08	3.65098e+11	6.93275e+06	0.000500026	0	1.60791e-15
	 	 	9	1.09964e-08	3.65098e+11	6.93275e+06	0.000500026	0	-2.21088e-15
	 	 	10	2.40096e-09	3.65098e+11	6.93275e+06	0.000500026	0	1.20593e-15
	 9	2.99179e-05	6.93275e+06	0.831795	0.555083	0.667332	0.000500026	1.79787e-16	1.20593e-15
		 Mass/AM Itteration # 	 convergence 	 p_core 	 a 	 omega_rot 	 edge corot 	 AM error 
	 	 	1	1	3.6507e+11	6.93298e+06	0.000499987	0	-1.00494e-15
	 	 	2	9.06886e-05	3.65103e+11	6.93295e+06	0.000499993	0	-4.01977e-16
	 	 	3	2.38615e-05	3.65112e+11	6.93294e+06	0.000499995	0	-6.02966e-16
	 	 	4	6.23858e-06	3.65114e+11	6.93294e+06	0.000499995	0	-1.20593e-15
	 	 	5	1.60041e-06	3.65115e+11	6.93294e+06	0.000499995	0	6.02966e-16
	 	 	6	3.94219e-07	3.65115e+11	6.93294e+06	0.000499995	0	1.20593e-15
	 	 	7	9.30624e-08	3.65115e+11	6.93294e+06	0.000499995	0	1.60791e-15
	 	 	8	2.122e-08	3.65115e+11	6.93294e+06	0.000499995	0	-8.03955e-16
	 	 	9	4.7169e-09	3.65115e+11	6.93294e+06	0.000499995	0	-4.01977e-16
