HERCULES is running
Intialising 
	 Reading input file 
	 Run name: Earth_correct_params_S3.20c_L2.5_N100_Nm1000_k6_f121_p10_l1_0_1.5
	 Input file read successful
	 Initialisation by reading start file ../../Earth_correct_params_S3.20c/Earth_correct_params_S3.20c_AM2.1/Output/Earth_correct_params_S3.20c_L2.1_N100_Nm1000_k6_f121_p10_l1_0_1.5_final
	 Initialisation complete
Itterating
	 Main Itteration # 	 convergence 	 a 	 aspect 	 ellipticity 	 l 	 omega_rot 	 Mass error 	 AM error 
		 Mass/AM Itteration # 	 convergence 	 p_core 	 a 	 omega_rot 	 edge corot 	 AM error 
	 	 	4	2.15655e-08	2.92909e+11	8.13483e+06	0.000718745	0	-6.27085e-16
	 	 	5	7.14628e-09	2.92909e+11	8.13483e+06	0.000718745	0	-1.25417e-15
	 11	1.06628e-06	8.13483e+06	0.578573	0.815631	1.40973	0.000718745	-3.59574e-16	-1.25417e-15
		 Mass/AM Itteration # 	 convergence 	 p_core 	 a 	 omega_rot 	 edge corot 	 AM error 
	 	 	1	1	2.92908e+11	8.1348e+06	0.000718745	0	3.13542e-15
	 	 	2	4.68331e-07	2.92908e+11	8.1348e+06	0.000718745	0	-4.18057e-16
	 	 	3	1.16388e-07	2.92908e+11	8.1348e+06	0.000718745	0	5.43473e-15
	 	 	4	5.55747e-08	2.92908e+11	8.1348e+06	0.000718745	0	-2.09028e-15
	 	 	5	1.26478e-08	2.92908e+11	8.1348e+06	0.000718745	0	-8.36113e-16
	 	 	6	2.20172e-09	2.92908e+11	8.1348e+06	0.000718745	0	-2.9264e-15
	 12	7.31398e-07	8.1348e+06	0.578574	0.81563	1.40973	0.000718745	0	-2.9264e-15
		 Mass/AM Itteration # 	 convergence 	 p_core 	 a 	 omega_rot 	 edge corot 	 AM error 
	 	 	1	1	2.92908e+11	8.13479e+06	0.000718745	0	-2.9264e-15
	 	 	2	1.63903e-07	2.92908e+11	8.13479e+06	0.000718745	0	-6.27085e-16
	 	 	3	1.76422e-07	2.92908e+11	8.13479e+06	0.000718745	0	-3.55348e-15
	 	 	4	5.95715e-08	2.92908e+11	8.13479e+06	0.000718745	0	2.09028e-16
	 	 	5	1.40416e-08	2.92908e+11	8.13479e+06	0.000718745	0	4.18057e-16
	 	 	6	2.81493e-09	2.92908e+11	8.13479e+06	0.000718745	0	6.27085e-16
	 13	4.73582e-07	8.13479e+06	0.578574	0.81563	1.40972	0.000718745	0	6.27085e-16
		 Mass/AM Itteration # 	 convergence 	 p_core 	 a 	 omega_rot 	 edge corot 	 AM error 
	 	 	1	1	2.92908e+11	8.13478e+06	0.000718745	0	8.36113e-16
	 	 	2	2.7051e-07	2.92908e+11	8.13478e+06	0.000718745	0	-1.04514e-15
	 	 	3	1.47342e-07	2.92908e+11	8.13478e+06	0.000718745	0	-6.27085e-16
	 	 	4	4.59463e-08	2.92908e+11	8.13478e+06	0.000718745	0	4.18057e-16
	 	 	5	1.09228e-08	2.92908e+11	8.13478e+06	0.000718745	0	4.18057e-16
	 	 	6	2.26403e-09	2.92908e+11	8.13478e+06	0.000718745	0	-4.18057e-16
	 14	2.97945e-07	8.13478e+06	0.578575	0.815629	1.40972	0.000718745	5.39361e-16	-4.18057e-16
		 Mass/AM Itteration # 	 convergence 	 p_core 	 a 	 omega_rot 	 edge corot 	 AM error 
	 	 	1	1	2.92908e+11	8.13477e+06	0.000718745	0	-2.09028e-16
	 	 	2	2.30246e-07	2.92908e+11	8.13477e+06	0.000718745	0	1.67223e-15
	 	 	3	1.04949e-07	2.92908e+11	8.13477e+06	0.000718745	0	4.18057e-16
	 	 	4	3.164e-08	2.92908e+11	8.13477e+06	0.000718745	0	0
	 	 	5	7.54426e-09	2.92908e+11	8.13477e+06	0.000718745	0	-1.25417e-15
	 15	1.84536e-07	8.13477e+06	0.578575	0.815629	1.40972	0.000718745	1.79787e-16	-1.25417e-15
		 Mass/AM Itteration # 	 convergence 	 p_core 	 a 	 omega_rot 	 edge corot 	 AM error 
	 	 	1	1	2.92908e+11	8.13477e+06	0.000718745	0	-1.4632e-15
	 	 	2	1.65866e-07	2.92908e+11	8.13477e+06	0.000718745	0	2.09028e-16
	 	 	3	6.98103e-08	2.92908e+11	8.13477e+06	0.000718745	0	1.88125e-15
	 	 	4	2.06694e-08	2.92908e+11	8.13477e+06	0.000718745	0	-3.76251e-15
	 	 	5	4.93277e-09	2.92908e+11	8.13477e+06	0.000718745	0	-8.36113e-16
	 16	1.13275e-07	8.13477e+06	0.578575	0.815629	1.40972	0.000718745	0	-8.36113e-16
		 Mass/AM Itteration # 	 convergence 	 p_core 	 a 	 omega_rot 	 edge corot 	 AM error 
	 	 	1	1	2.92908e+11	8.13477e+06	0.000718745	0	-1.4632e-15
	 	 	2	1.10937e-07	2.92908e+11	8.13477e+06	0.000718745	0	-2.09028e-16
	 	 	3	4.47755e-08	2.92908e+11	8.13477e+06	0.000718745	0	1.88125e-15
	 	 	4	1.31189e-08	2.92908e+11	8.13477e+06	0.000718745	0	2.71737e-15
	 	 	5	3.13136e-09	2.92908e+11	8.13477e+06	0.000718745	0	-8.36113e-16
	 17	6.91781e-08	8.13477e+06	0.578575	0.815629	1.40972	0.000718745	1.79787e-16	-8.36113e-16
		 Mass/AM Itteration # 	 convergence 	 p_core 	 a 	 omega_rot 	 edge corot 	 AM error 
	 	 	1	1	2.92908e+11	8.13477e+06	0.000718745	0	6.27085e-16
	 	 	2	7.14884e-08	2.92908e+11	8.13477e+06	0.000718745	0	4.18057e-16
	 	 	3	2.81486e-08	2.92908e+11	8.13477e+06	0.000718745	0	8.36113e-16
	 	 	4	8.19267e-09	2.92908e+11	8.13477e+06	0.000718745	0	1.25417e-15
